ID;Mandante;Chutes;Chutes a gol;Posse de bola;Passes;Precisão de passe;Faltas;Cartões amarelos;Cartões vermelhos;Impedimentos;Escanteios
6316;1;19;0;66%;488;;16;2;0;0;13
6316;0;8;0;34%;278;;18;4;0;4;2
6317;1;18;0;61%;490;;8;1;0;3;5
6317;0;11;0;39%;324;;17;4;0;1;6
6319;1;14;0;48%;307;;26;5;0;2;4
6319;0;7;0;52%;334;;21;6;0;0;5
6312;1;15;0;43%;369;;19;2;0;2;5
6312;0;12;0;57%;498;;8;2;0;5;5
6314;1;12;0;53%;385;;21;3;0;3;9
6314;0;14;0;47%;367;;14;3;0;0;4
6313;1;14;0;56%;402;;13;1;0;2;7
6313;0;9;0;44%;315;;17;2;0;0;3
6318;1;9;0;46%;374;;17;3;0;2;4
6318;0;15;0;54%;414;;8;0;0;1;6
6315;1;7;0;49%;458;;13;0;1;0;3
6315;0;16;0;51%;446;;13;1;1;3;6
6321;1;21;0;51%;376;;16;2;0;3;8
6321;0;9;0;49%;382;;11;2;1;1;4
6320;1;14;0;49%;412;;6;1;0;4;9
6320;0;10;0;51%;443;;11;2;0;0;1
6322;1;11;0;58%;464;;12;1;0;4;4
6322;0;8;0;42%;342;;16;3;0;1;0
6325;1;14;0;41%;289;;18;4;1;2;6
6325;0;8;0;59%;444;;18;6;2;5;3
6328;1;21;0;70%;478;;17;2;0;8;9
6328;0;4;0;30%;217;;27;3;0;0;2
6329;1;19;0;54%;442;;24;3;0;9;6
6329;0;11;0;46%;386;;12;2;0;0;4
6324;1;18;0;46%;436;;9;3;0;4;3
6324;0;3;0;54%;526;;15;3;0;0;5
6327;1;19;0;62%;423;;15;1;0;0;4
6327;0;13;0;38%;267;;11;5;1;3;5
6323;1;10;0;42%;320;;17;1;1;6;8
6323;0;13;0;58%;445;;15;4;0;1;7
6326;1;13;0;48%;314;;17;0;0;0;2
6326;0;10;0;52%;336;;17;5;0;2;7
6331;1;20;0;59%;488;;14;2;0;3;5
6331;0;6;0;41%;352;;11;3;0;2;3
6336;1;13;0;59%;517;;8;2;0;2;9
6336;0;7;0;41%;375;;16;5;0;1;0
6334;1;13;0;42%;293;;23;6;0;0;4
6334;0;13;0;58%;407;;16;1;0;4;4
6332;1;15;0;33%;228;;14;1;0;1;4
6332;0;11;0;67%;479;;10;1;0;2;3
6335;1;16;0;59%;404;;18;2;0;1;8
6335;0;9;0;41%;306;;17;3;0;0;6
6333;1;7;3;42%;340;;16;0;0;1;3
6333;0;10;1;58%;462;;21;4;0;2;5
6330;1;5;0;51%;384;;20;5;0;3;0
6330;0;19;0;49%;365;;7;2;0;5;11
6337;1;12;0;57%;388;;16;4;0;2;8
6337;0;10;0;43%;306;;19;5;0;1;0
6338;1;17;0;63%;620;;9;1;0;3;6
6338;0;13;0;37%;367;;10;5;0;6;4
6339;1;14;0;49%;462;;14;3;0;0;9
6339;0;12;0;51%;474;;4;3;1;1;11
6341;1;11;0;54%;379;;14;3;0;2;1
6341;0;17;0;46%;330;;29;4;0;1;5
6340;1;14;0;45%;280;;24;1;1;4;5
6340;0;14;0;55%;348;;16;3;0;2;3
6347;1;17;10;46%;369;;30;3;0;2;6
6347;0;9;3;54%;428;;27;3;0;2;2
6345;1;21;8;49%;426;;13;2;0;1;7
6345;0;6;0;51%;430;;14;1;0;0;3
6344;1;11;0;56%;470;;11;2;0;5;7
6344;0;12;0;44%;389;;12;1;0;1;5
6346;1;17;0;63%;459;;19;0;0;0;5
6346;0;8;0;37%;286;;24;2;0;0;1
6342;1;17;0;48%;401;;11;1;1;3;4
6342;0;16;0;52%;427;;16;1;0;2;7
6343;1;15;0;57%;489;;17;3;0;2;5
6343;0;21;0;43%;369;;13;2;1;1;3
6348;1;16;0;61%;559;;9;0;0;4;3
6348;0;10;0;39%;374;;8;1;0;1;1
6349;1;11;0;44%;429;;13;0;0;1;4
6349;0;7;0;56%;545;;8;0;1;1;7
6351;1;20;9;54%;478;;4;1;0;2;7
6351;0;12;4;46%;427;;21;3;0;1;5
6352;1;15;0;62%;461;;11;1;0;5;4
6352;0;9;0;38%;279;;18;2;0;1;4
6350;1;16;0;38%;281;;24;5;0;3;4
6350;0;8;0;62%;485;;20;2;0;1;4
6353;1;14;0;53%;452;;15;2;0;1;11
6353;0;9;0;47%;433;;9;1;0;1;1
6357;1;8;0;56%;509;;19;3;0;1;1
6357;0;8;0;44%;397;;20;1;1;6;6
6359;1;12;0;40%;344;;17;4;1;2;3
6359;0;15;0;60%;525;;21;3;0;1;3
6354;1;10;0;53%;397;;17;1;0;1;2
6354;0;12;0;47%;367;;16;2;0;1;4
6355;1;20;0;53%;454;;12;1;0;4;3
6355;0;11;0;47%;416;;16;2;0;4;9
6358;1;17;0;44%;363;;14;4;0;0;8
6358;0;15;0;56%;485;;11;4;0;0;5
6356;1;17;0;59%;552;;15;2;0;0;6
6356;0;7;0;41%;409;;12;1;0;2;5
6363;1;16;0;57%;541;;10;1;0;3;4
6363;0;9;0;43%;415;;15;2;0;2;2
6360;1;10;0;51%;315;;16;3;0;1;4
6360;0;15;0;49%;325;;16;3;0;0;3
6362;1;2;0;51%;354;;20;3;0;2;7
6362;0;11;0;49%;330;;17;5;0;0;4
6361;1;11;0;64%;424;;13;2;0;3;7
6361;0;6;0;36%;247;;29;5;0;2;6
6364;1;17;0;56%;402;;13;3;0;2;7
6364;0;5;0;44%;341;;12;4;1;1;4
6369;1;13;0;46%;281;;15;3;0;6;6
6369;0;8;0;54%;325;;18;3;1;3;4
6368;1;11;0;52%;506;;12;0;0;0;6
6368;0;6;0;48%;474;;12;0;1;1;1
6365;1;16;0;59%;497;;11;1;0;5;11
6365;0;9;0;41%;363;;15;0;0;1;2
6366;1;13;3;48%;444;;18;2;0;0;13
6366;0;14;5;52%;472;;22;4;1;2;5
6367;1;14;0;34%;267;;16;3;0;3;4
6367;0;14;0;66%;520;;12;3;0;2;5
6373;1;11;0;55%;439;;20;2;0;0;4
6373;0;13;0;45%;360;;20;4;0;4;6
6372;1;10;0;67%;698;;5;0;0;1;6
6372;0;10;0;33%;331;;17;3;0;2;7
6370;1;18;0;59%;467;;21;1;0;1;7
6370;0;21;0;41%;322;;10;2;0;1;4
6371;1;13;5;60%;522;;12;3;0;3;6
6371;0;18;3;40%;351;;14;3;0;2;5
6379;1;15;0;57%;422;;29;1;0;1;8
6379;0;9;0;43%;333;;13;4;0;3;2
6377;1;13;0;65%;581;;16;1;0;4;5
6377;0;11;0;35%;323;;14;0;0;1;2
6376;1;18;0;44%;446;;5;1;0;4;6
6376;0;13;0;56%;577;;12;2;0;0;2
6375;1;13;0;31%;243;;14;2;0;4;10
6375;0;13;0;69%;562;;13;4;0;2;6
6374;1;9;0;55%;237;;22;3;1;3;11
6374;0;11;0;45%;203;;19;2;0;8;7
6378;1;13;0;48%;426;;8;2;0;1;8
6378;0;8;0;52%;460;;16;3;1;2;4
6380;1;21;0;47%;369;;13;2;0;3;13
6380;0;15;0;53%;410;;15;4;0;3;13
6383;1;12;0;62%;484;;20;1;0;4;5
6383;0;11;0;38%;316;;18;1;0;0;3
6384;1;13;0;68%;534;;18;4;0;3;5
6384;0;7;0;32%;262;;24;4;0;2;1
6382;1;11;0;40%;265;;12;4;0;1;6
6382;0;14;0;60%;392;;13;1;0;0;8
6381;1;14;0;47%;363;;13;2;0;5;1
6381;0;12;0;53%;395;;15;4;2;4;4
6388;1;21;0;63%;499;;20;3;0;3;9
6388;0;8;0;37%;293;;21;4;1;2;4
6387;1;18;0;43%;318;;16;4;0;4;9
6387;0;11;0;57%;433;;14;2;1;7;3
6389;1;18;0;45%;418;;7;0;0;3;5
6389;0;10;0;55%;516;;9;0;0;4;5
6386;1;13;0;59%;471;;20;2;0;2;6
6386;0;11;0;41%;327;;11;1;1;1;3
6385;1;14;0;40%;305;;12;1;1;6;8
6385;0;14;0;60%;442;;15;3;0;0;6
6390;1;10;0;51%;438;;20;2;0;1;1
6390;0;15;0;49%;433;;13;1;0;2;2
6399;1;21;0;54%;338;;21;4;1;3;7
6399;0;8;0;46%;306;;10;4;0;1;9
6393;1;18;0;73%;629;;16;3;0;3;6
6393;0;12;0;27%;242;;12;3;0;1;2
6398;1;13;0;43%;322;;21;4;0;2;6
6398;0;11;0;57%;419;;13;2;0;0;4
6392;1;14;0;51%;400;;13;1;0;3;4
6392;0;6;0;49%;397;;15;3;0;1;5
6395;1;13;0;51%;459;;10;2;0;0;3
6395;0;19;0;49%;441;;10;2;0;3;9
6394;1;15;0;59%;501;;19;3;0;0;8
6394;0;12;0;41%;360;;23;3;0;2;3
6397;1;9;0;56%;515;;11;2;0;2;5
6397;0;13;0;44%;400;;6;3;0;2;5
6396;1;10;0;37%;282;;13;3;0;2;3
6396;0;8;0;63%;480;;21;3;1;1;5
6391;1;20;0;54%;461;;10;3;0;3;10
6391;0;7;0;46%;411;;20;2;0;2;5
6402;1;19;0;65%;526;;16;1;0;0;4
6402;0;12;0;35%;289;;26;4;0;6;2
6400;1;8;0;43%;369;;13;3;1;0;3
6400;0;14;0;57%;486;;20;4;0;1;3
6401;1;10;0;48%;333;;19;1;0;0;8
6401;0;4;0;52%;371;;27;1;1;1;2
6408;1;13;0;45%;399;;14;6;0;4;8
6408;0;8;0;55%;484;;17;3;0;2;4
6405;1;21;0;57%;504;;12;2;0;2;3
6405;0;4;0;43%;387;;13;3;0;1;2
6407;1;4;0;43%;397;;10;3;0;3;3
6407;0;15;0;57%;522;;11;5;0;0;3
6406;1;11;0;66%;438;;17;5;0;0;4
6406;0;14;0;34%;234;;17;3;0;2;3
6409;1;16;0;47%;307;;14;3;0;1;10
6409;0;9;0;53%;349;;12;2;0;3;2
6404;1;6;0;70%;495;;22;3;0;4;6
6404;0;7;0;30%;225;;27;3;0;4;2
6403;1;17;0;40%;372;;16;1;0;2;2
6403;0;10;0;60%;546;;14;3;0;1;4
6415;1;13;0;51%;381;;11;2;0;4;9
6415;0;6;0;49%;399;;13;1;0;2;3
6416;1;15;0;65%;559;;16;0;0;1;1
6416;0;14;0;35%;304;;20;1;0;4;5
6413;1;17;0;39%;262;;16;4;0;0;7
6413;0;8;0;61%;421;;18;4;0;1;5
6417;1;12;0;49%;440;;10;0;0;4;7
6417;0;15;0;51%;442;;10;1;0;3;5
6419;1;14;0;48%;358;;21;4;0;4;9
6419;0;4;0;52%;402;;12;2;0;2;5
6418;1;6;0;36%;309;;12;4;0;1;2
6418;0;6;0;64%;540;;21;1;0;0;3
6410;1;14;0;78%;761;;11;2;0;2;4
6410;0;11;0;22%;216;;14;2;0;1;2
6412;1;14;0;60%;553;;7;0;0;2;5
6412;0;10;0;40%;364;;11;0;0;0;4
6414;1;13;0;54%;341;;12;3;0;3;7
6414;0;7;0;46%;314;;13;1;0;3;4
6411;1;6;0;47%;295;;20;1;0;1;4
6411;0;7;0;53%;327;;15;0;1;3;3
6423;1;12;6;65%;577;;14;1;0;2;8
6423;0;4;0;35%;316;;17;3;1;0;1
6422;1;11;0;56%;553;;18;2;0;2;4
6422;0;1;0;44%;437;;15;1;1;3;4
6420;1;23;0;40%;361;;18;2;0;3;4
6420;0;12;0;60%;517;;12;2;0;5;2
6421;1;15;0;51%;444;;19;1;0;1;5
6421;0;6;0;49%;442;;23;2;2;4;0
6428;1;7;0;38%;227;;11;3;0;6;6
6428;0;11;0;62%;380;;17;0;0;1;1
6429;1;11;0;67%;590;;7;1;0;3;7
6429;0;6;0;33%;310;;10;5;0;3;4
6426;1;13;0;54%;376;;8;2;0;1;6
6426;0;20;0;46%;332;;21;5;0;1;9
6425;1;15;0;61%;579;;12;1;0;2;10
6425;0;6;0;39%;391;;20;4;0;3;2
6427;1;17;0;39%;317;;8;0;0;2;8
6427;0;14;0;61%;490;;9;0;0;4;15
6424;1;12;0;69%;494;;14;3;0;1;9
6424;0;6;0;31%;227;;20;3;1;1;4
6432;1;11;0;34%;268;;21;3;0;3;4
6432;0;11;0;66%;497;;16;4;0;3;6
6431;1;15;0;58%;462;;20;3;0;0;6
6431;0;10;0;42%;341;;23;5;0;0;5
6430;1;17;0;70%;533;;11;3;0;1;5
6430;0;13;0;30%;229;;14;1;0;1;4
6438;1;12;0;59%;622;;12;5;0;6;2
6438;0;4;0;41%;451;;15;2;0;3;1
6433;1;9;0;42%;391;;18;3;0;1;5
6433;0;25;0;58%;523;;7;1;0;3;14
6439;1;10;0;34%;270;;20;4;1;5;5
6439;0;13;0;66%;529;;24;4;0;3;5
6435;1;18;0;62%;495;;12;0;0;3;6
6435;0;9;0;38%;313;;26;4;0;1;2
6437;1;17;0;54%;406;;11;4;0;0;11
6437;0;12;0;46%;362;;16;6;1;2;5
6436;1;20;0;44%;434;;17;3;0;4;11
6436;0;14;0;56%;535;;8;2;0;4;5
6434;1;13;0;56%;537;;14;3;0;1;10
6434;0;19;0;44%;443;;10;2;0;5;1
6441;1;13;0;46%;403;;21;2;0;2;7
6441;0;8;0;54%;484;;12;3;1;1;2
6444;1;10;3;34%;333;;8;2;0;5;3
6444;0;16;4;66%;645;;12;2;0;1;5
6440;1;8;0;63%;536;;10;4;1;3;2
6440;0;12;0;37%;318;;24;1;0;3;5
6443;1;12;0;54%;420;;22;4;0;1;4
6443;0;7;0;46%;373;;18;1;1;3;1
6446;1;9;0;34%;282;;16;2;0;3;1
6446;0;20;0;66%;537;;15;3;0;1;7
6445;1;15;0;53%;390;;20;1;0;1;8
6445;0;14;0;47%;360;;12;0;0;3;4
6442;1;13;0;51%;419;;18;2;0;0;6
6442;0;11;0;49%;407;;12;2;0;1;3
6447;1;14;0;58%;562;;23;3;0;0;5
6447;0;6;0;42%;411;;15;3;0;1;3
6449;1;11;0;52%;430;;14;3;0;3;7
6449;0;10;0;48%;426;;13;1;0;1;5
6448;1;15;0;55%;530;;8;1;0;0;5
6448;0;10;0;45%;449;;14;5;0;1;4
6450;1;27;0;66%;544;;7;1;0;1;15
6450;0;6;0;34%;293;;9;1;0;1;4
6452;1;10;8;48%;426;;17;2;0;3;7
6452;0;11;4;52%;447;;17;1;0;1;5
6451;1;17;0;66%;527;;16;1;0;0;9
6451;0;4;0;34%;298;;19;4;0;1;1
6455;1;18;0;61%;518;;19;2;0;1;8
6455;0;6;0;39%;346;;13;1;1;1;2
6454;1;11;0;56%;581;;7;2;0;4;8
6454;0;12;0;44%;479;;12;1;0;0;1
6456;1;15;3;44%;377;;16;1;0;0;2
6456;0;6;0;56%;459;;17;1;0;0;7
6453;1;16;0;43%;342;;21;4;0;1;4
6453;0;16;0;57%;447;;18;6;0;2;5
6459;1;15;0;45%;335;;18;2;0;3;13
6459;0;8;0;55%;403;;21;5;0;3;2
6457;1;12;0;55%;572;;19;0;0;1;4
6457;0;13;0;45%;471;;18;3;0;4;2
6458;1;13;0;49%;457;;9;1;0;2;5
6458;0;11;0;51%;454;;14;1;0;0;5
6465;1;9;1;48%;418;;30;5;0;3;7
6465;0;13;0;52%;449;;15;2;0;4;4
6462;1;14;0;67%;648;;14;0;0;0;7
6462;0;3;0;33%;331;;14;2;0;3;3
6466;1;8;0;52%;385;;25;5;1;1;6
6466;0;17;0;48%;368;;15;2;0;2;2
6461;1;19;0;51%;387;;17;4;0;1;6
6461;0;15;0;49%;376;;23;5;0;1;9
6460;1;17;0;62%;593;;16;2;0;4;0
6460;0;11;0;38%;373;;19;5;0;5;2
6464;1;17;0;37%;257;;16;2;0;0;5
6464;0;12;0;63%;456;;19;1;0;1;5
6463;1;5;0;51%;419;;11;1;0;3;9
6463;0;14;0;49%;399;;23;3;0;2;7
6469;1;14;0;55%;529;;7;1;0;5;3
6469;0;13;0;45%;433;;15;3;0;2;7
6468;1;16;0;45%;330;;24;5;0;3;4
6468;0;11;0;55%;415;;19;4;0;1;1
6467;1;17;0;51%;391;;14;2;0;1;5
6467;0;5;0;49%;384;;18;3;0;1;2
6471;1;12;4;61%;561;;12;0;0;0;4
6471;0;10;1;39%;363;;18;2;0;0;2
6470;1;8;0;45%;439;;12;3;0;0;2
6470;0;12;0;55%;520;;11;0;0;3;3
6472;1;20;0;76%;718;;13;2;0;1;11
6472;0;6;0;24%;238;;12;5;0;3;3
6474;1;18;0;51%;354;;20;2;0;1;9
6474;0;13;0;49%;374;;14;3;0;2;2
6477;1;7;0;53%;499;;12;1;0;2;7
6477;0;11;0;47%;441;;12;1;0;1;5
6479;1;11;0;40%;270;;16;1;0;1;2
6479;0;10;0;60%;386;;19;6;0;1;5
6473;1;12;0;52%;502;;10;1;0;2;2
6473;0;10;0;48%;477;;17;3;0;2;4
6476;1;7;0;38%;310;;11;1;1;1;2
6476;0;15;0;62%;479;;12;2;0;1;7
6475;1;27;0;72%;662;;14;2;1;0;10
6475;0;8;0;28%;271;;13;4;1;0;2
6478;1;12;0;60%;541;;12;2;0;4;3
6478;0;10;0;40%;372;;9;0;0;3;5
6482;1;12;0;51%;464;;16;2;0;1;3
6482;0;19;0;49%;432;;15;3;0;1;9
6483;1;10;0;60%;461;;22;3;0;0;9
6483;0;7;0;40%;312;;22;4;0;1;3
6480;1;26;0;61%;548;;9;4;0;1;6
6480;0;6;0;39%;384;;10;2;1;0;1
6481;1;13;4;62%;546;;12;1;0;1;4
6481;0;6;5;38%;337;;17;2;0;2;4
6485;1;18;0;55%;411;;18;4;1;4;7
6485;0;9;0;45%;358;;26;3;1;1;0
6484;1;13;0;52%;358;;20;3;0;5;6
6484;0;18;0;48%;338;;18;1;0;1;8
6486;1;12;0;69%;489;;15;4;1;4;7
6486;0;11;0;31%;229;;15;5;3;1;4
6488;1;16;0;51%;368;;19;4;0;3;2
6488;0;8;0;49%;373;;18;4;0;2;2
6487;1;8;0;37%;282;;17;2;0;1;4
6487;0;16;0;63%;474;;17;2;0;0;4
6489;1;16;0;48%;451;;19;1;0;0;6
6489;0;12;0;52%;501;;11;2;0;0;3
6497;1;10;0;55%;422;;22;5;0;5;3
6497;0;10;0;45%;357;;22;2;0;2;2
6490;1;8;0;46%;376;;19;2;0;0;7
6490;0;17;0;54%;452;;15;2;0;0;5
6494;1;12;3;53%;498;;9;0;0;2;4
6494;0;9;4;47%;449;;15;2;0;0;4
6492;1;22;0;46%;434;;17;2;0;2;5
6492;0;10;0;54%;481;;20;2;0;1;2
6495;1;12;0;54%;424;;25;3;0;3;9
6495;0;8;0;46%;396;;8;3;1;0;3
6496;1;20;0;61%;617;;10;1;0;2;9
6496;0;12;0;39%;398;;10;3;0;0;5
6491;1;9;0;39%;291;;14;4;0;1;6
6491;0;9;0;61%;462;;19;3;0;2;4
6493;1;15;0;62%;538;;9;0;0;0;9
6493;0;9;0;38%;336;;9;0;0;4;5
6499;1;12;0;45%;399;;23;2;0;6;7
6499;0;15;0;55%;494;;12;1;0;1;5
6498;1;12;0;43%;410;;12;2;0;5;4
6498;0;16;0;57%;547;;7;0;1;1;9
6502;1;22;0;60%;521;;18;1;0;2;2
6502;0;13;0;40%;349;;24;3;1;0;3
6501;1;10;5;33%;323;;16;2;0;1;3
6501;0;7;3;67%;652;;7;1;0;2;5
6500;1;17;0;49%;395;;17;0;0;3;3
6500;0;15;0;51%;415;;12;3;0;1;3
6505;1;25;0;52%;344;;20;1;0;2;11
6505;0;10;0;48%;336;;18;4;0;2;2
6504;1;20;0;53%;488;;9;0;0;1;10
6504;0;9;0;47%;445;;17;1;0;1;3
6506;1;12;0;61%;562;;15;2;0;1;4
6506;0;10;0;39%;363;;15;2;0;4;6
6503;1;30;0;62%;501;;9;1;0;0;14
6503;0;8;0;38%;315;;19;2;1;1;2
6507;1;16;0;41%;277;;16;3;0;4;7
6507;0;19;0;59%;370;;15;0;0;0;12
6509;1;10;0;35%;345;;12;2;0;2;2
6509;0;19;0;65%;617;;12;0;0;4;7
6508;1;17;0;56%;572;;13;0;0;4;5
6508;0;7;0;44%;453;;16;2;0;2;1
6510;1;21;0;68%;663;;6;0;0;4;6
6510;0;11;0;32%;316;;8;1;0;1;4
6514;1;15;0;64%;473;;11;4;0;3;12
6514;0;7;0;36%;294;;14;4;0;0;2
6512;1;20;0;65%;513;;12;0;0;5;14
6512;0;9;0;35%;296;;14;1;0;0;1
6515;1;14;0;48%;427;;13;1;0;2;7
6515;0;9;0;52%;483;;12;0;0;2;3
6516;1;22;0;52%;501;;9;1;0;0;4
6516;0;17;0;48%;479;;11;1;0;3;3
6513;1;9;0;49%;456;;24;3;0;4;3
6513;0;10;0;51%;479;;11;1;0;2;2
6511;1;11;3;51%;315;;16;2;0;3;5
6511;0;13;4;49%;305;;17;2;0;3;5
6519;1;21;0;63%;557;;11;3;1;1;2
6519;0;15;0;37%;334;;17;4;0;4;3
6518;1;21;0;63%;511;;9;0;0;2;3
6518;0;8;0;37%;313;;19;2;0;0;3
6517;1;14;0;56%;355;;13;1;1;1;7
6517;0;10;0;44%;301;;27;5;0;1;5
6521;1;20;0;51%;390;;13;4;0;1;5
6521;0;10;0;49%;384;;14;2;0;3;6
6520;1;18;0;62%;537;;14;3;0;2;12
6520;0;9;0;38%;338;;16;1;0;2;1
6524;1;17;0;58%;476;;19;3;0;3;2
6524;0;7;0;42%;354;;17;3;0;5;4
6527;1;19;0;57%;505;;9;0;0;0;8
6527;0;18;0;43%;400;;14;1;0;2;3
6523;1;14;0;61%;469;;17;3;0;3;8
6523;0;15;0;39%;320;;22;2;0;0;3
6525;1;18;12;48%;461;;12;1;0;4;6
6525;0;7;1;52%;480;;16;0;1;3;7
6526;1;22;0;62%;450;;21;4;1;1;13
6526;0;15;0;38%;299;;18;3;0;0;4
6528;1;11;0;64%;558;;8;2;0;1;4
6528;0;8;0;36%;305;;14;2;1;0;10
6529;1;15;0;57%;494;;22;3;0;0;13
6529;0;7;0;43%;382;;10;2;0;3;2
6522;1;8;0;51%;368;;19;3;0;4;4
6522;0;16;0;49%;370;;23;4;0;4;3
6533;1;21;0;41%;373;;11;1;0;1;8
6533;0;7;0;59%;550;;22;1;0;1;0
6536;1;20;0;66%;472;;22;4;0;3;7
6536;0;8;0;34%;260;;19;2;2;2;3
6534;1;17;0;36%;375;;10;3;0;2;4
6534;0;18;0;64%;655;;14;3;0;3;5
6532;1;12;3;52%;345;;22;3;0;2;7
6532;0;8;2;48%;336;;16;2;0;2;3
6530;1;15;0;47%;339;;19;4;0;2;8
6530;0;7;0;53%;401;;20;6;0;1;3
6535;1;19;0;43%;383;;17;4;0;1;7
6535;0;9;0;57%;508;;15;3;0;1;4
6531;1;14;0;59%;539;;10;2;0;3;8
6531;0;8;0;41%;381;;13;1;0;2;4
6539;1;9;0;57%;453;;15;2;0;4;8
6539;0;13;0;43%;355;;16;1;0;2;0
6538;1;14;0;63%;513;;26;1;0;1;4
6538;0;8;0;37%;302;;24;1;0;4;3
6537;1;12;0;45%;373;;15;0;0;2;9
6537;0;20;0;55%;438;;9;0;0;6;9
6540;1;13;0;56%;467;;14;1;0;6;10
6540;0;5;0;44%;373;;19;2;0;1;2
6541;1;15;2;56%;484;;9;2;0;1;6
6541;0;11;0;44%;386;;12;2;0;1;6
6543;1;18;0;60%;366;;12;3;0;5;8
6543;0;20;0;40%;238;;18;2;1;5;10
6546;1;19;0;55%;371;;11;4;0;3;12
6546;0;11;0;45%;335;;11;5;0;1;3
6548;1;9;0;64%;639;;13;1;0;1;11
6548;0;11;0;36%;359;;12;1;0;1;6
6547;1;22;0;65%;480;;20;3;0;0;6
6547;0;6;0;35%;277;;16;2;1;3;2
6545;1;17;0;49%;450;;15;2;0;1;6
6545;0;13;0;51%;475;;10;3;0;5;7
6544;1;10;0;45%;401;;11;1;0;1;6
6544;0;15;0;55%;477;;13;3;0;2;6
6542;1;17;0;54%;407;;18;2;1;1;4
6542;0;9;0;46%;361;;21;4;1;1;2
6549;1;17;0;61%;428;;18;4;0;2;5
6549;0;13;0;39%;297;;21;5;0;1;0
6551;1;9;0;39%;333;;17;0;1;3;3
6551;0;12;0;61%;522;;13;1;0;3;5
6550;1;16;0;51%;414;;21;1;0;0;11
6550;0;9;0;49%;408;;14;3;0;1;8
6552;1;11;0;38%;268;;17;2;0;5;4
6552;0;9;0;62%;436;;12;2;0;0;4
6555;1;27;0;62%;543;;11;1;0;1;9
6555;0;12;0;38%;345;;14;1;0;1;7
6554;1;7;0;45%;360;;10;1;0;0;6
6554;0;13;0;55%;428;;23;4;0;2;5
6556;1;8;0;48%;339;;21;0;0;1;4
6556;0;11;0;52%;360;;19;2;0;1;7
6557;1;21;0;55%;488;;7;1;0;3;4
6557;0;7;0;45%;403;;13;4;0;0;3
6553;1;26;0;55%;311;;16;3;0;4;13
6553;0;10;0;45%;273;;22;4;0;3;6
6558;1;19;7;61%;543;;9;1;0;5;4
6558;0;9;3;39%;369;;17;4;0;4;1
6559;1;12;0;38%;287;;17;3;0;3;4
6559;0;10;0;62%;458;;17;2;0;1;2
6560;1;17;0;47%;391;;12;2;0;2;7
6560;0;10;0;53%;442;;22;4;0;1;1
6561;1;13;0;58%;484;;14;3;0;0;5
6561;0;19;0;42%;328;;11;2;0;1;6
6567;1;10;0;67%;650;;9;2;0;2;4
6567;0;14;0;33%;337;;10;2;0;2;2
6566;1;8;0;59%;502;;17;4;0;0;9
6566;0;9;0;41%;381;;13;2;0;1;1
6562;1;9;0;44%;348;;16;1;0;3;3
6562;0;9;0;56%;420;;18;4;0;1;5
6565;1;11;0;36%;276;;17;0;0;3;5
6565;0;12;0;64%;480;;17;6;0;0;14
6564;1;17;0;52%;405;;16;3;0;3;4
6564;0;16;0;48%;373;;10;3;0;2;7
6563;1;8;0;56%;459;;11;3;0;0;4
6563;0;7;0;44%;355;;26;3;0;5;7
6568;1;14;0;45%;405;;15;0;0;1;3
6568;0;18;0;55%;481;;16;3;0;2;7
6569;1;12;0;51%;380;;16;2;0;5;3
6569;0;15;0;49%;361;;18;2;0;2;3
6570;1;18;0;69%;545;;15;2;0;0;7
6570;0;7;0;31%;262;;21;6;0;3;5
6571;1;5;0;58%;456;;17;2;0;7;4
6571;0;16;0;42%;339;;19;1;0;0;4
6573;1;9;0;57%;426;;11;1;0;5;6
6573;0;5;0;43%;341;;19;2;0;3;1
6572;1;15;0;51%;339;;20;3;0;3;10
6572;0;6;0;49%;347;;13;2;1;1;2
6576;1;27;0;52%;515;;16;0;0;0;7
6576;0;8;0;48%;485;;12;2;1;1;2
6574;1;16;5;42%;354;;13;3;0;0;2
6574;0;9;3;58%;466;;20;5;0;0;7
6578;1;29;0;61%;442;;15;1;0;2;12
6578;0;8;0;39%;304;;18;4;0;1;3
6575;1;4;0;37%;354;;14;1;0;1;0
6575;0;14;0;63%;579;;16;2;0;5;3
6577;1;23;0;57%;434;;15;3;0;3;13
6577;0;9;0;43%;358;;11;2;0;2;2
6579;1;23;0;62%;535;;11;1;0;1;4
6579;0;10;0;38%;335;;13;0;0;2;5
6581;1;6;0;35%;246;;19;3;1;1;6
6581;0;12;0;65%;446;;26;3;1;0;3
6582;1;10;0;49%;421;;23;2;0;1;6
6582;0;8;0;51%;444;;9;1;0;1;1
6580;1;15;0;58%;590;;13;1;0;1;10
6580;0;8;0;42%;430;;12;3;0;1;3
6583;1;21;0;68%;569;;13;4;0;3;13
6583;0;7;0;32%;291;;11;1;0;0;1
6588;1;5;0;54%;416;;21;4;0;1;1
6588;0;14;0;46%;352;;21;6;0;0;7
6587;1;12;0;51%;338;;9;1;0;0;8
6587;0;6;0;49%;369;;13;2;0;0;2
6586;1;6;0;55%;446;;19;2;0;3;3
6586;0;13;0;45%;381;;19;2;0;2;8
6589;1;8;0;50%;517;;12;1;0;5;2
6589;0;13;0;50%;502;;10;1;0;2;4
6585;1;12;0;46%;361;;20;4;0;1;3
6585;0;13;0;54%;400;;23;3;0;4;4
6584;1;10;0;47%;399;;15;2;0;1;8
6584;0;7;0;53%;476;;8;2;1;4;1
