Rodada,Data,Horário,Dia,Mandante,Visitante,Vencedor,Arena,Mandante Placar,Visitante Placar,Estado Mandante,Estado Visitante,Estado Vencedor
29,2000-11-02,16h,Quinta-feira,Guarani,Ponte Preta,Guarani,Brinco de Ouro,2,1,SP,SP,SP
29,2000-11-03,20h30,Sexta-feira,Coritiba,Vasco,Vasco,Couto Pereira,0,1,PR,RJ,RJ
30,2000-11-04,18h,Sábado,Goiás,Grêmio,-,Serra Dourada,2,2,GO,RS,-
30,2000-11-04,18h,Sábado,Atlético-MG,América-MG,América-MG,Mineirão,0,1,MG,MG,MG
30,2000-11-04,18h,Sábado,Athlético-PR,Vitória,Athlético-PR,Joaquim Américo,3,1,PR,ES,PR
30,2000-11-04,16h,Sábado,Bahia,Botafogo-RJ,Bahia,Fonte Nova,2,0,BH,RJ,BA
30,2000-11-04,16h,Sábado,Cruzeiro,Corinthians,Cruzeiro,Mineirão,3,1,MG,SP,MG
30,2000-11-05,17h,Domingo,Fluminense,Flamengo,-,Maracanã,1,1,RJ,RJ,-
30,2000-11-05,17h,Domingo,Portuguesa,Palmeiras,-,Canindé,1,1,SP,SP,-
30,2000-11-05,17h,Domingo,Coritiba,Santos,Coritiba,Couto Pereira,2,1,PR,SP,PR
30,2000-11-05,16h,Domingo,Internacional,Vasco,Internacional,Beira Rio,2,0,RS,RJ,RS
30,2000-11-05,16h,Domingo,Juventude,São Paulo,Juventude,Alfredo Jaconi,3,1,RS,SP,RS
30,2000-11-05,17h,Domingo,Santa Cruz,Ponte Preta,Ponte Preta,Arruda,0,3,PE,SP,SP
31,2000-11-08,20h30,Quarta-feira,Athlético-PR,Goiás,-,Joaquim Américo,1,1,PR,GO,-
31,2000-11-08,20h30,Quarta-feira,Bahia,América-MG,Bahia,Fonte Nova,2,1,BH,MG,BA
31,2000-11-08,20h30,Quarta-feira,Ponte Preta,Internacional,Ponte Preta,Moisés Lucarelli,3,1,SP,RS,SP
31,2000-11-08,21h40,Quarta-feira,Santos,Portuguesa,Santos,Vila Belmiro,2,0,SP,SP,SP
31,2000-11-08,21h40,Quarta-feira,Sport,São Paulo,Sport,Ilha do Retiro,4,3,PE,SP,PE
31,2000-11-09,20h30,Quinta-feira,Vitória,Guarani,Guarani,Barradão,1,2,ES,SP,SP
31,2000-11-09,20h30,Quinta-feira,Corinthians,Juventude,Juventude,Pacaembu,1,2,SP,RS,RS
31,2000-11-10,20h30,Sexta-feira,Palmeiras,Vasco,Palmeiras,Pq. Antarctica,3,0,SP,RJ,SP
32,2000-11-11,16h,Sábado,Goiás,Fluminense,-,Serra Dourada,3,3,GO,RJ,-
32,2000-11-11,18h,Sábado,Atlético-MG,Juventude,Atlético-MG,Mineirão,3,2,MG,RS,MG
32,2000-11-11,16h,Sábado,Coritiba,Portuguesa,Coritiba,Couto Pereira,3,1,PR,SP,PR
32,2000-11-11,18h,Sábado,Grêmio,Athlético-PR,Grêmio,Olímpico Monumental,3,0,RS,PR,RS
32,2000-11-11,16h,Sábado,Santos,Sport,Santos,Vila Belmiro,3,1,SP,PE,SP
32,2000-11-12,16h,Domingo,São Paulo,Corinthians,-,Morumbi,0,0,SP,SP,-
32,2000-11-12,17h,Domingo,Cruzeiro,Ponte Preta,-,Mineirão,2,2,MG,SP,-
32,2000-11-12,17h,Domingo,Vasco,Botafogo-RJ,Botafogo-RJ,Maracanã,1,2,RJ,RJ,RJ
32,2000-11-12,16h,Domingo,Gama,Guarani,Guarani,Bezerrão,1,2,DF,SP,SP
32,2000-11-12,16h,Domingo,Internacional,Flamengo,Internacional,Beira Rio,3,0,RS,RJ,RS
32,2000-11-12,16h,Domingo,Bahia,Palmeiras,Palmeiras,Fonte Nova,1,2,BH,SP,SP
33,2000-11-14,20h30,Terça-feira,Flamengo,Cruzeiro,Cruzeiro,Maracanã,1,2,RJ,MG,MG
33,2000-11-15,20h30,Quarta-feira,Juventude,Bahia,-,Alfredo Jaconi,0,0,RS,BA,-
33,2000-11-16,20h30,Quinta-feira,Athlético-PR,Internacional,Athlético-PR,Joaquim Américo,2,1,PR,RS,PR
33,2000-11-16,21h40,Quinta-feira,Corinthians,Flamengo,Flamengo,Pacaembu,1,4,SP,RJ,RJ
33,2000-11-16,20h30,Quinta-feira,Fluminense,Coritiba,Fluminense,Maracanã,2,0,RJ,PR,RJ
33,2000-11-16,20h30,Quinta-feira,Goiás,Ponte Preta,Goiás,Serra Dourada,3,0,GO,SP,GO
33,2000-11-16,21h40,Quinta-feira,Guarani,Santos,Guarani,Brinco de Ouro,3,2,SP,SP,SP
33,2000-11-16,20h30,Quinta-feira,Botafogo-RJ,Santa Cruz,Santa Cruz,Caio Martins,1,2,RJ,PE,PE
33,2000-11-16,20h30,Quinta-feira,Sport,América-MG,Sport,Ilha do Retiro,1,0,PE,MG,PE
33,2000-11-16,20h30,Quinta-feira,Grêmio,Vasco,Vasco,Olímpico Monumental,0,1,RS,RJ,RJ
33,2000-11-16,21h40,Quinta-feira,Vitória,Atlético-MG,Vitória,Barradão,2,0,ES,MG,ES
34,2000-11-19,16h,Domingo,Coritiba,Cruzeiro,-,Couto Pereira,1,1,PR,MG,-
34,2000-11-19,16h,Domingo,América-MG,Corinthians,América-MG,Independência,2,1,MG,SP,MG
34,2000-11-19,16h,Domingo,Flamengo,Vitória,Flamengo,Maracanã,3,2,RJ,ES,RJ
34,2000-11-19,16h,Domingo,Ponte Preta,Fluminense,Fluminense,Moisés Lucarelli,3,4,SP,RJ,RJ
34,2000-11-19,16h,Domingo,Bahia,Goiás,Goiás,Fonte Nova,0,1,BH,GO,GO
34,2000-11-19,16h,Domingo,Santa Cruz,Grêmio,Grêmio,Arruda,0,3,PE,RS,RS
34,2000-11-19,16h,Domingo,Internacional,Juventude,Internacional,Beira Rio,2,1,RS,RS,RS
34,2000-11-19,16h,Domingo,Palmeiras,Guarani,Palmeiras,Pq. Antarctica,2,0,SP,SP,SP
34,2000-11-19,16h,Domingo,Portuguesa,Athlético-PR,Portuguesa,Canindé,2,1,SP,PR,SP
34,2000-11-19,16h,Domingo,Santos,Botafogo-RJ,Santos,Vila Belmiro,4,1,SP,RJ,SP
34,2000-11-19,16h,Domingo,Vasco,São Paulo,São Paulo,São Januário,0,4,RJ,SP,SP
34,2000-11-19,16h,Domingo,Atlético-MG,Sport,Sport,Mineirão,0,6,MG,PE,PE
SEGUNDA FASE,2000-11-22,20h30,Quarta-feira,INTERNACIONAL,Athlético-PR,-,Beira Rio,0,0,RS,PR,-
SEGUNDA FASE,2000-11-22,20h30,Quarta-feira,Paraná,Goiás,-,Durival de Brito,1,1,PR,GO,-
SEGUNDA FASE,2000-11-22,21h00,Quarta-feira,REMO,SPORT,SPORT,Mangueirão,1,2,PA,PE,PE
SEGUNDA FASE,2000-11-23,20h30,Quinta-feira,São Caetano,FLUMINENSE,-,Anacleto Campanella,3,3,SP,RJ,-
SEGUNDA FASE,2000-11-23,20h30,Quinta-feira,MALUTROM,CRUZEIRO,CRUZEIRO,Durival de Brito,0,3,PR,MG,MG
SEGUNDA FASE,2000-11-23,20h30,Quinta-feira,Grêmio,PONTE PRETA,Grêmio,Olímpico Monumental,1,0,RS,SP,RS
SEGUNDA FASE,2000-11-25,16h00,Sábado,PALMEIRAS,São Paulo,-,Pacaembu,1,1,SP,SP,-
SEGUNDA FASE,2000-11-25,16h00,Sábado,BAHIA,VASCO,-,Fonte Nova,3,3,BH,RJ,-
SEGUNDA FASE,2000-11-25,,Sábado,Athlético-PR,INTERNACIONAL,INTERNACIONAL,Arena da Baixada,1,2,PR,RS,RS
SEGUNDA FASE,2000-11-25,18h00,Sábado,Goiás,Paraná,Paraná,Serra Dourada,0,3,GO,PR,PR
SEGUNDA FASE,2000-11-26,17h00,Domingo,CRUZEIRO,MALUTROM,-,Mineirão,1,1,MG,PR,-
SEGUNDA FASE,2000-11-26,16h00,Domingo,PONTE PRETA,Grêmio,PONTE PRETA,Moisés Lucarelli,2,1,SP,RS,SP
SEGUNDA FASE,2000-11-26,16h00,Domingo,FLUMINENSE,São Caetano,São Caetano,Maracanã,0,1,RJ,SP,SP
SEGUNDA FASE,2000-11-26,17h00,Domingo,SPORT,REMO,SPORT,Ilha do Retiro,1,0,PE,PA,PE
SEGUNDA FASE,2000-11-28,21h40,Terça-feira,VASCO,BAHIA,VASCO,São Januário,3,2,RJ,BA,RJ
QUARTAS DE FINAL,2000-11-29,20h30,Quarta-feira,INTERNACIONAL,CRUZEIRO,-,Beira Rio,1,1,RS,MG,-
QUARTAS DE FINAL,2000-11-30,21h40,Quinta-feira,Grêmio,SPORT,Grêmio,Olímpico Monumental,2,1,RS,PE,RS
SEGUNDA FASE,2000-11-30,21h40,Quinta-feira,São Paulo,PALMEIRAS,PALMEIRAS,Morumbi,1,2,SP,SP,SP
QUARTAS DE FINAL,2000-12-02,16h00,Sábado,CRUZEIRO,INTERNACIONAL,CRUZEIRO,Mineirão,3,2,MG,RS,MG
QUARTAS DE FINAL,2000-12-03,16h00,Domingo,SPORT,Grêmio,-,Ilha do Retiro,1,1,PE,RS,-
QUARTAS DE FINAL,2000-12-03,16h00,Domingo,PALMEIRAS,São Caetano,São Caetano,Parque Antártica,3,4,SP,SP,SP
QUARTAS DE FINAL,2000-12-03,16h00,Domingo,VASCO,Paraná,VASCO,São Januário,3,1,RJ,PR,RJ
QUARTAS DE FINAL,2000-12-09,16h00,Sábado,São Caetano,PALMEIRAS,-,Parque Antártica,2,2,SP,SP,-
QUARTAS DE FINAL,2000-12-09,16h00,Sábado,Paraná,VASCO,Paraná,Durival de Brito,1,0,PR,RJ,PR
SEMI FINAL,2000-12-14,20h30,Quinta-feira,São Caetano,Grêmio,São Caetano,Parque Antártica,3,2,SP,RS,SP
SEMI FINAL,2000-12-16,16h00,Sábado,VASCO,CRUZEIRO,-,São Januário,2,2,RJ,MG,-
SEMI FINAL,2000-12-17,16h00,Domingo,Grêmio,São Caetano,São Caetano,Olímpico Monumental,1,3,RS,SP,SP
SEMI FINAL,2000-12-23,16h00,Sábado,CRUZEIRO,VASCO,VASCO,Mineirão,1,3,MG,RJ,RJ
FINAL,2000-12-27,21h40,Quarta-feira,São Caetano,VASCO,-,Parque Antártica,1,1,SP,RJ,-
FINAL,2001-01-18,16h00,Quinta-feira,VASCO,São Caetano,VASCO,Maracanã,3,1,RJ,SP,RJ
1,2001-08-01,20h30,Quarta-feira,Botafogo-RJ,América-MG,-,Maracanã,1,1,RJ,MG,-
1,2001-08-01,21h00,Quarta-feira,Atlético-MG,Coritiba,-,Mineirão,1,1,MG,PR,-
1,2001-08-01,20h30,Quarta-feira,Sport,Fluminense,-,Ilha do Retiro,1,1,PE,RJ,-
1,2001-08-01,21h45,Quarta-feira,Flamengo,Ponte Preta,-,Mário Helênio,0,0,RJ,SP,-
1,2001-08-01,20h30,Quarta-feira,Botafogo-SP,São Paulo,-,Santa Cruz,2,2,SP,SP,-
1,2001-08-01,20h30,Quarta-feira,Gama,Vasco,-,Mané Garrincha,0,0,DF,RJ,-
1,2001-08-01,20h30,Quarta-feira,Bahia,São Caetano,Bahia,Fonte Nova,5,0,BH,SP,BA
1,2001-08-01,21h45,Quarta-feira,Corinthians,Vitória,Corinthians,Prudentão,2,0,SP,ES,SP
1,2001-08-01,14h30,Quarta-feira,Portuguesa,Goiás,Goiás,Canindé,0,1,SP,GO,GO
1,2001-08-01,20h30,Quarta-feira,Internacional,Juventude,Juventude,Beira Rio,0,2,RS,RS,RS
1,2001-08-01,20h30,Quarta-feira,Guarani,Palmeiras,Palmeiras,Brinco de Ouro,1,3,SP,SP,SP
1,2001-08-01,20h30,Quarta-feira,Paraná,Cruzeiro,Paraná,Durival de Brito,1,0,PR,MG,PR
1,2001-08-02,20h30,Quinta-feira,Santos,Santa Cruz,-,Vila Belmiro,1,1,SP,PE,-
1,2001-08-02,20h30,Quinta-feira,Athlético-PR,Grêmio,Athlético-PR,Arena da Baixada,2,0,PR,RS,PR
2,2001-08-04,14h30,Sábado,América-MG,Portuguesa,-,Independência,0,0,MG,SP,-
2,2001-08-04,15h00,Sábado,Juventude,Atlético-MG,Atlético-MG,Alfredo Jaconi,1,4,RS,MG,MG
2,2001-08-04,16h00,Sábado,Fluminense,Botafogo-SP,Fluminense,Maracanã,2,0,RJ,SP,RJ
2,2001-08-04,14h30,Sábado,Palmeiras,Bahia,Palmeiras,Parque Antártica,2,1,SP,BA,SP
2,2001-08-05,16h00,Domingo,Ponte Preta,Corinthians,-,Moisés Lucarelli,2,2,SP,SP,-
2,2001-08-05,14h30,Domingo,São Paulo,Gama,-,Morumbi,0,0,SP,DF,-
2,2001-08-05,16h00,Domingo,Vitória,Santos,-,Barradão,1,1,ES,SP,-
2,2001-08-05,14h30,Domingo,Cruzeiro,Athlético-PR,Athlético-PR,Independência,1,2,MG,PR,PR
2,2001-08-05,16h00,Domingo,Santa Cruz,Botafogo-RJ,Botafogo-RJ,Arruda,0,4,PE,RJ,RJ
2,2001-08-05,16h00,Domingo,Coritiba,Internacional,Coritiba,Couto Pereira,3,2,PR,RS,PR
2,2001-08-05,16h00,Domingo,Goiás,Flamengo,Goiás,Serra Dourada,2,0,GO,RJ,GO
2,2001-08-05,15h00,Domingo,Grêmio,Paraná,Grêmio,Olímpico Monumental,2,1,RS,PR,RS
2,2001-08-05,16h00,Domingo,São Caetano,Sport,São Caetano,Anacleto Campanella,2,0,SP,PE,SP
2,2001-08-05,14h30,Domingo,Vasco,Guarani,Vasco,São Januário,7,1,RJ,SP,RJ
3,2001-08-08,20h30,Quarta-feira,São Caetano,Athlético-PR,-,Anacleto Campanella,0,0,SP,PR,-
3,2001-08-08,20h30,Quarta-feira,Grêmio,Goiás,-,Olímpico Monumental,0,0,RS,GO,-
3,2001-08-08,21h45,Quarta-feira,Juventude,Palmeiras,-,Alfredo Jaconi,0,0,RS,SP,-
3,2001-08-08,20h30,Quarta-feira,Cruzeiro,Ponte Preta,-,Mineirão,0,0,MG,SP,-
3,2001-08-08,20h30,Quarta-feira,Gama,Santos,-,Mané Garrincha,1,1,DF,SP,-
3,2001-08-08,20h30,Quarta-feira,Corinthians,Botafogo-SP,Corinthians,Pacaembu,3,2,SP,SP,SP
3,2001-08-08,21h45,Quarta-feira,Coritiba,Vasco,Coritiba,Couto Pereira,1,0,PR,RJ,PR
3,2001-08-08,20h30,Quarta-feira,Santa Cruz,Internacional,Internacional,Arruda,1,2,PE,RS,RS
3,2001-08-08,14h30,Quarta-feira,Flamengo,Paraná,Paraná,Maracanã,0,1,RJ,PR,PR
3,2001-08-08,20h30,Quarta-feira,Vitória,São Paulo,Vitória,Barradão,2,1,ES,SP,ES
3,2001-08-09,15h00,Quinta-feira,Guarani,Fluminense,-,Brinco de Ouro,1,1,SP,RJ,-
3,2001-08-09,20h30,Quinta-feira,América-MG,Atlético-MG,Atlético-MG,Independência,0,1,MG,MG,MG
3,2001-08-09,20h30,Quinta-feira,Botafogo-RJ,Bahia,Botafogo-RJ,Maracanã,3,2,RJ,BA,RJ
3,2001-08-09,20h30,Quinta-feira,Portuguesa,Sport,Portuguesa,Canindé,2,1,SP,PE,SP
4,2001-08-11,14h30,Sábado,Vasco,Juventude,-,São Januário,1,1,RJ,RS,-
4,2001-08-11,17h00,Sábado,Athlético-PR,Flamengo,Athlético-PR,Arena da Baixada,4,0,PR,RJ,PR
4,2001-08-11,16h00,Sábado,Botafogo-SP,Cruzeiro,Cruzeiro,Santa Cruz,1,4,SP,MG,MG
4,2001-08-11,14h30,Sábado,São Paulo,Santa Cruz,São Paulo,Morumbi,3,1,SP,PE,SP
4,2001-08-12,17h00,Domingo,Goiás,São Caetano,-,Serra Dourada,0,0,GO,SP,-
4,2001-08-12,16h00,Domingo,Fluminense,Vitória,-,Maracanã,1,1,RJ,ES,-
4,2001-08-12,17h00,Domingo,Atlético-MG,Guarani,Atlético-MG,Independência,3,0,MG,SP,MG
4,2001-08-12,17h00,Domingo,Bahia,Portuguesa,Bahia,Fonte Nova,2,1,BH,SP,BA
4,2001-08-12,16h00,Domingo,Internacional,Gama,Internacional,Beira Rio,2,0,RS,DF,RS
4,2001-08-12,14h30,Domingo,Palmeiras,América-MG,Palmeiras,Parque Antártica,3,1,SP,MG,SP
4,2001-08-12,16h00,Domingo,Paraná,Corinthians,Paraná,Couto Pereira,3,1,PR,SP,PR
4,2001-08-12,16h00,Domingo,Ponte Preta,Botafogo-RJ,Ponte Preta,Moisés Lucarelli,3,1,SP,RJ,SP
4,2001-08-12,16h00,Domingo,Santos,Coritiba,Santos,Vila Belmiro,2,0,SP,PR,SP
4,2001-08-12,17h00,Domingo,Sport,Grêmio,Sport,Ilha do Retiro,2,1,PE,RS,PE
5,2001-08-15,16h00,Quarta-feira,São Caetano,Fluminense,-,Anacleto Campanella,1,1,SP,RJ,-
5,2001-08-15,14h30,Quarta-feira,Corinthians,Juventude,-,Pacaembu,0,0,SP,RS,-
5,2001-08-15,15h00,Quarta-feira,Cruzeiro,América-MG,América-MG,Mineirão,0,3,MG,MG,MG
5,2001-08-15,16h00,Quarta-feira,Flamengo,Sport,Flamengo,Maracanã,2,1,RJ,PE,RJ
5,2001-08-15,16h00,Quarta-feira,Paraná,Ponte Preta,Ponte Preta,Durival de Brito,1,2,PR,SP,SP
5,2001-08-15,19h00,Quarta-feira,Santa Cruz,Palmeiras,Santa Cruz,Arruda,3,2,PE,SP,PE
5,2001-08-15,18h00,Quarta-feira,Vitória,Vasco,Vitória,Barradão,1,0,ES,RJ,ES
5,2001-08-16,20h30,Quinta-feira,Athlético-PR,Atlético-MG,Athlético-PR,Arena da Baixada,1,0,PR,MG,PR
5,2001-08-16,20h30,Quinta-feira,Gama,Grêmio,Gama,Mané Garrincha,2,1,DF,RS,DF
5,2001-08-16,20h30,Quinta-feira,Botafogo-RJ,Goiás,Goiás,Maracanã,0,1,RJ,GO,GO
5,2001-08-16,20h30,Quinta-feira,Internacional,Bahia,Internacional,Beira Rio,2,0,RS,BA,RS
5,2001-08-16,20h30,Quinta-feira,Portuguesa,Coritiba,Portuguesa,Canindé,1,0,SP,PR,SP
5,2001-08-16,20h30,Quinta-feira,Botafogo-SP,Santos,Santos,Santa Cruz,0,1,SP,SP,SP
5,2001-08-16,15h00,Quinta-feira,Guarani,São Paulo,São Paulo,Brinco de Ouro,1,2,SP,SP,SP
6,2001-08-18,15h00,Sábado,Vasco,Santa Cruz,-,São Januário,1,1,RJ,PE,-
6,2001-08-18,14h30,Sábado,Palmeiras,Paraná,Palmeiras,Parque Antártica,3,1,SP,PR,SP
6,2001-08-18,16h00,Sábado,América-MG,São Caetano,São Caetano,Independência,0,1,MG,SP,SP
6,2001-08-19,16h00,Domingo,Santos,Botafogo-RJ,-,Vila Belmiro,0,0,SP,RJ,-
6,2001-08-19,17h00,Domingo,Grêmio,Vitória,-,Olímpico Monumental,0,0,RS,ES,-
6,2001-08-19,14h30,Domingo,Atlético-MG,Botafogo-SP,Atlético-MG,Mineirão,2,0,MG,SP,MG
6,2001-08-19,16h00,Domingo,Coritiba,Cruzeiro,Coritiba,Couto Pereira,3,2,PR,MG,PR
6,2001-08-19,16h00,Domingo,Bahia,Flamengo,Flamengo,Fonte Nova,0,2,BH,RJ,RJ
6,2001-08-19,16h00,Domingo,Fluminense,Gama,Fluminense,Maracanã,4,3,RJ,DF,RJ
6,2001-08-19,17h00,Domingo,Goiás,Internacional,Internacional,Serra Dourada,0,1,GO,RS,RS
6,2001-08-19,15h00,Domingo,Juventude,Guarani,Juventude,Alfredo Jaconi,1,0,RS,SP,RS
6,2001-08-19,16h00,Domingo,Ponte Preta,Portuguesa,Ponte Preta,Moisés Lucarelli,2,1,SP,SP,SP
6,2001-08-19,15h00,Domingo,São Paulo,Athlético-PR,São Paulo,Morumbi,2,1,SP,PR,SP
6,2001-08-19,16h00,Domingo,Sport,Corinthians,Sport,Ilha do Retiro,2,1,PE,SP,PE
7,2001-08-25,16h00,Sábado,Fluminense,Santa Cruz,Fluminense,Maracanã,3,2,RJ,PE,RJ
7,2001-08-25,14h30,Sábado,Palmeiras,Goiás,Palmeiras,Parque Antártica,3,2,SP,GO,SP
7,2001-08-25,15h30,Sábado,Paraná,portuguesa,portuguesa,Durival de Brito,0,1,PR,SP,SP
7,2001-08-26,16h00,Domingo,Gama,Botafogo-RJ,-,Mané Garrincha,0,0,DF,RJ,-
7,2001-08-26,15h00,Domingo,Guarani,Internacional,-,Brinco de Ouro,2,2,SP,RS,-
7,2001-08-26,16h00,Domingo,Santos,Juventude,-,Vila Belmiro,2,2,SP,RS,-
7,2001-08-26,16h00,Domingo,Coritiba,São Caetano,-,Couto Pereira,1,1,PR,SP,-
7,2001-08-26,17h00,Domingo,Atlético-MG,Vitória,Atlético-MG,Independência,3,0,MG,ES,MG
7,2001-08-26,16h00,Domingo,Bahia,Corinthians,Bahia,Fonte Nova,1,0,BH,SP,BA
7,2001-08-26,16h00,Domingo,Botafogo-SP,Flamengo,Botafogo-SP,Santa Cruz,1,0,SP,RJ,SP
7,2001-08-26,17h00,Domingo,Sport,Cruzeiro,Cruzeiro,Ilha do Retiro,0,1,PE,MG,MG
7,2001-08-26,16h00,Domingo,Grêmio,América-MG,Grêmio,Olímpico Monumental,3,1,RS,MG,RS
7,2001-08-26,14h30,Domingo,São Paulo,Ponte Preta,São Paulo,Morumbi,4,0,SP,SP,SP
7,2001-08-26,14h30,Domingo,Vasco,Athlético-PR,Vasco,São Januário,4,0,RJ,PR,RJ
8,2001-08-29,20h30,Quarta-feira,Santa Cruz,Atlético-MG,-,Arruda,1,1,PE,MG,-
8,2001-08-29,14h30,Quarta-feira,Corinthians,Gama,-,Pacaembu,2,2,SP,DF,-
8,2001-08-29,20h30,Quarta-feira,Athlético-PR,Santos,-,Arena da Baixada,1,1,PR,SP,-
8,2001-08-29,21h45,Quarta-feira,Juventude,São Paulo,-,Alfredo Jaconi,3,3,RS,SP,-
8,2001-08-29,20h30,Quarta-feira,América-MG,Vasco,-,Independência,1,1,MG,RJ,-
8,2001-08-29,20h30,Quarta-feira,Botafogo-RJ,Sport,Botafogo-RJ,Maracanã,3,1,RJ,PE,RJ
8,2001-08-29,21h45,Quarta-feira,Goiás,Fluminense,Goiás,Serra Dourada,2,0,GO,RJ,GO
8,2001-08-29,20h30,Quarta-feira,Internacional,Botafogo-SP,Internacional,Beira Rio,2,0,RS,SP,RS
8,2001-08-29,20h30,Quarta-feira,Vitória,Palmeiras,Palmeiras,Barradão,1,3,ES,SP,SP
8,2001-08-29,20h30,Quarta-feira,Ponte Preta,Grêmio,Ponte Preta,Moisés Lucarelli,3,2,SP,RS,SP
8,2001-08-29,20h30,Quarta-feira,São Caetano,Paraná,São Caetano,Anacleto Campanella,4,1,SP,PR,SP
8,2001-08-30,20h30,Quinta-feira,Cruzeiro,Bahia,-,Mineirão,1,1,MG,BA,-
8,2001-08-30,16h00,Quinta-feira,Flamengo,Coritiba,Coritiba,Maracanã,0,1,RJ,PR,PR
8,2001-08-30,20h30,Quinta-feira,Portuguesa,Guarani,Guarani,Canindé,1,2,SP,SP,SP
9,2001-09-01,17h00,Sábado,Atlético-MG,Sport,Atlético-MG,Mineirão,3,0,MG,PE,MG
9,2001-09-01,17h00,Sábado,Fluminense,Juventude,Fluminense,Serejão,2,1,RJ,RS,RJ
9,2001-09-01,15h00,Sábado,Palmeiras,Athlético-PR,Palmeiras,Parque Antártica,2,0,SP,PR,SP
9,2001-09-01,16h00,Sábado,Paraná,Internacional,Paraná,Durival de Brito,3,0,PR,RS,PR
9,2001-09-02,15h00,Domingo,Vasco,Botafogo-SP,-,São Januário,2,2,RJ,SP,-
9,2001-09-02,16h00,Domingo,América-MG,Corinthians,-,Independência,4,4,MG,SP,-
9,2001-09-02,17h00,Domingo,Vitória,Cruzeiro,-,Barradão,2,2,ES,MG,-
9,2001-09-02,15h00,Domingo,São Paulo,Bahia,Bahia,Morumbi,0,1,SP,BA,BA
9,2001-09-02,16h00,Domingo,Coritiba,Botafogo-RJ,Botafogo-RJ,Couto Pereira,2,3,PR,RJ,RJ
9,2001-09-02,15h00,Domingo,Santos,Goiás,Goiás,Vila Belmiro,1,2,SP,GO,GO
9,2001-09-02,16h00,Domingo,Grêmio,Guarani,Grêmio,Olímpico Monumental,1,0,RS,SP,RS
9,2001-09-02,16h00,Domingo,Gama,Portuguesa,Portuguesa,Bezerrão,0,1,DF,SP,SP
9,2001-09-02,16h00,Domingo,Santa Cruz,Flamengo,Santa Cruz,Arruda,2,1,PE,RJ,PE
9,2001-09-02,16h00,Domingo,Ponte Preta,São Caetano,São Caetano,Moisés Lucarelli,3,6,SP,SP,SP
9,2001-09-06,20h30,Quinta-feira,Flamengo,Santos,Flamengo,Serejão,2,0,RJ,SP,RJ
9,2001-09-06,20h30,Quinta-feira,São Caetano,Palmeiras,São Caetano,Anacleto Campanella,1,0,SP,SP,SP
10,2001-09-08,16h00,Sábado,Corinthians,Coritiba,Corinthians,Pacaembu,3,2,SP,PR,SP
10,2001-09-08,16h00,Sábado,Cruzeiro,Santa Cruz,Cruzeiro,Mineirão,4,1,MG,PE,MG
10,2001-09-08,17h00,Sábado,Botafogo-RJ,Paraná,Paraná,Maracanã,0,2,RJ,PR,PR
10,2001-09-09,17h00,Domingo,Flamengo,América-MG,-,Maracanã,1,1,RJ,MG,-
10,2001-09-09,16h00,Domingo,Internacional,Ponte Preta,-,Beira Rio,2,2,RS,SP,-
10,2001-09-09,15h00,Domingo,Guarani,Santos,-,Brinco de Ouro,1,1,SP,SP,-
10,2001-09-09,16h00,Domingo,Sport,Vasco,-,Ilha do Retiro,3,3,PE,RJ,-
10,2001-09-09,16h00,Domingo,Athlético-PR,Fluminense,Athlético-PR,Arena da Baixada,2,1,PR,RJ,PR
10,2001-09-09,17h00,Domingo,Bahia,Atlético-MG,Bahia,Fonte Nova,4,0,BH,MG,BA
10,2001-09-09,15h00,Domingo,Juventude,Grêmio,Grêmio,Alfredo Jaconi,1,2,RS,RS,RS
10,2001-09-09,16h00,Domingo,Botafogo-SP,Palmeiras,Palmeiras,Santa Cruz,0,1,SP,SP,SP
10,2001-09-09,16h00,Domingo,Portuguesa,Vitória,Portuguesa,Canindé,3,2,SP,ES,SP
10,2001-09-09,16h00,Domingo,São Caetano,Gama,São Caetano,Anacleto Campanella,3,2,SP,DF,SP
10,2001-09-09,16h00,Domingo,Goiás,São Paulo,São Paulo,Serra Dourada,2,3,GO,SP,SP
11,2001-09-15,17h00,Sábado,Fluminense,Ponte Preta,Fluminense,Maracanã,2,0,RJ,SP,RJ
11,2001-09-15,15h00,Sábado,Guarani,Cruzeiro,Guarani,Brinco de Ouro,2,0,SP,MG,SP
11,2001-09-15,15h00,Sábado,São Paulo,Paraná,Paraná,Morumbi,1,3,SP,PR,PR
11,2001-09-15,17h00,Sábado,Vitória,Internacional,Vitória,Barradão,2,0,ES,RS,ES
11,2001-09-16,16h00,Domingo,Juventude,Flamengo,-,Alfredo Jaconi,1,1,RS,RJ,-
11,2001-09-16,17h00,Domingo,Atlético-MG,Gama,Atlético-MG,Mineirão,2,1,MG,DF,MG
11,2001-09-16,16h00,Domingo,Athlético-PR,Portuguesa,Athlético-PR,Arena da Baixada,3,1,PR,SP,PR
11,2001-09-16,15h00,Domingo,Vasco,Bahia,Bahia,São Januário,0,1,RJ,BA,BA
11,2001-09-16,16h00,Domingo,Botafogo-SP,Botafogo-RJ,Botafogo-RJ,Santa Cruz,0,2,SP,RJ,RJ
11,2001-09-16,16h00,Domingo,Goiás,Corinthians,Corinthians,Serra Dourada,2,3,GO,SP,SP
11,2001-09-16,16h00,Domingo,Grêmio,Coritiba,Grêmio,Olímpico Monumental,2,0,RS,PR,RS
